id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21422090,"Bedroom 5 min away from E, 7, F, M, R trains!",106766048,Chelsea,Queens,Jackson Heights,40.75239,-73.89021,Private room,45,3,12,2019-06-27,1.67,1,0
21422357,Beautiful 2 Bedroom near Brooklyn Museum!,144195040,Deanna,Brooklyn,Crown Heights,40.67257,-73.95958,Entire home/apt,150,1,29,2019-06-22,1.41,1,135
21422721,Large private room 7 min to LGA 15min to Manhattan,153524812,James,Queens,Astoria,40.76818,-73.92613,Private room,65,1,114,2019-06-30,5.46,1,319
21423426,Peaceful 1 Bedroom in the East Village,10391716,Sasha,Manhattan,East Village,40.72171,-73.98307,Entire home/apt,190,4,68,2019-06-24,3.34,1,41
21426105,Private room in convenient East Harlem location,6105242,Jill,Manhattan,East Harlem,40.78671,-73.94153,Private room,60,14,1,2019-01-07,0.16,1,55
21426185,Spacious Studio in the Lower East Side,6388732,William,Manhattan,Lower East Side,40.72269,-73.99102,Entire home/apt,175,2,16,2019-03-10,0.77,1,2
21426368,Beautiful Space in Duplex Loft Close Prospect Park,4414774,Kristopher,Brooklyn,Crown Heights,40.67366,-73.96032,Shared room,60,2,13,2018-09-09,0.64,1,0
21426648,Bright Airy 1 Bedroom Studio in Prime Downtown NYC,683457,Kelly,Manhattan,East Village,40.72469,-73.99111,Entire home/apt,250,3,1,2018-01-01,0.05,1,0
21427176,STUNNING NYC VIEWS! New Jersey 15 min Times Square,154949847,Emily,Manhattan,Hell's Kitchen,40.76893,-73.99654,Entire home/apt,288,3,66,2019-06-11,3.42,2,300
21427369,Gorgeous Clinton Hill Brooklyn 1BR Garden Apt,109909474,Joanna & Brian,Brooklyn,Clinton Hill,40.68839,-73.96018,Entire home/apt,100,1,93,2019-06-19,4.67,1,65
21428231,Adorable room in AMAZING Chelsea apartment!,155318905,Samantha,Manhattan,Chelsea,40.74314,-73.99898,Private room,95,1,2,2017-11-06,0.10,1,0
21428625,Awesome Oasis! 3 stops Away from Manhattan!!!,134428157,Johny,Brooklyn,Bedford-Stuyvesant,40.68602,-73.94368,Private room,50,5,1,2018-01-17,0.06,7,0
21428791,LES Duplex Penthouse with Private Rooftop Terrace,16794494,Ian,Manhattan,East Village,40.72251,-73.98129,Private room,200,2,9,2019-05-27,0.46,1,0
21429062,Beautiful spacious duplex in Bed Stuy Brooklyn,122044489,Tonie,Brooklyn,Bedford-Stuyvesant,40.69119,-73.94225,Entire home/apt,110,2,39,2019-06-30,1.91,2,130
21431963,Magical Space w/Incredible Cozy Energy,122374980,Matt,Manhattan,Upper West Side,40.78428,-73.97665,Shared room,60,1,90,2019-06-13,4.35,4,77
21432084,Times Square Room with access to a Terrace,382836,Chemme,Manhattan,Hell's Kitchen,40.75873,-73.99041,Private room,143,3,18,2019-05-20,0.89,4,365
21433001,Colorful & cozy studio in Brooklyn,11908891,Alenka,Brooklyn,Flatbush,40.64016,-73.96784,Entire home/apt,97,3,2,2017-11-18,0.10,1,0
21434285,Marriott Vacation Club Pulse - King Room,19809273,Susan,Manhattan,Midtown,40.75092,-73.98409,Entire home/apt,350,2,0,,,1,178
21434692,Modern Harlem Hamilton Heights Garden Apartment,111663504,Sumitra,Manhattan,Harlem,40.82794,-73.95118,Entire home/apt,150,2,69,2019-07-03,3.36,1,69
21434826,UES luxurious Penthouse with huge private terrace,9554878,Arturo,Manhattan,Upper East Side,40.76955,-73.95988,Entire home/apt,589,6,9,2019-06-29,0.49,1,4
21435076,Charming Grand Central Two Bedroom (2F),37487997,Sean,Manhattan,Murray Hill,40.74866,-73.97755,Entire home/apt,138,30,1,2018-08-07,0.09,1,188
21435622,"Small, quiet, and clean 1BR in Manhattan",100970377,Anabel,Manhattan,Harlem,40.81032,-73.94331,Entire home/apt,200,1,3,2017-11-24,0.15,1,0
21435800,Private Brownstone  Basement Studio Seasonal Space,134946389,Giovanni,Brooklyn,Bedford-Stuyvesant,40.68623,-73.93807,Entire home/apt,50,2,46,2019-07-01,2.23,5,70
21435960,Cozy in Bedstuy,8112941,Cat,Brooklyn,Bedford-Stuyvesant,40.69284,-73.94418,Private room,65,3,40,2019-06-17,1.99,3,70
21436653,The Stockholm Suite (2 min to subway),155400834,Matt,Manhattan,Harlem,40.81222,-73.94667,Entire home/apt,245,2,82,2019-06-30,4.44,1,135
21436689,Large One-Bedroom Apartment on Quiet Street,45658261,Nat,Brooklyn,Crown Heights,40.67186,-73.92244,Entire home/apt,100,2,7,2018-02-04,0.35,1,0
21437509,Peaceful Artist's Room in Williamsburg,13081524,Sarah,Brooklyn,Williamsburg,40.71226,-73.93949,Private room,60,2,48,2019-06-29,2.30,1,13
21437933,Large one-bedroom in Bushwick with Cleo the Cat,2545414,Ali,Brooklyn,Bushwick,40.70327,-73.92024,Entire home/apt,89,7,10,2018-12-27,0.51,1,11
21439155,Washington Heights Renovated Bedroom,66830803,Angie,Manhattan,Washington Heights,40.85083,-73.93623,Private room,51,1,4,2018-12-30,0.31,1,0
21440192,Good Deal! Don't Miss Out!,134428157,Johny,Brooklyn,Bedford-Stuyvesant,40.68578,-73.94242,Entire home/apt,150,30,12,2018-07-08,0.63,7,0
21440393,Peaceful and Spacious ENTIRE Sunlit Apartment,8621271,Shem,Brooklyn,Crown Heights,40.67506,-73.94828,Entire home/apt,110,3,20,2018-10-16,1.00,1,0
21440587,Columbus Circle Studio,154346156,Emilio,Manhattan,Hell's Kitchen,40.76673,-73.98324,Entire home/apt,230,2,1,2017-10-27,0.05,1,0
21440605,☆☆☆Cosy Bedroom in The Heart of the City☆☆☆,126168966,Alex,Manhattan,Hell's Kitchen,40.76457,-73.99082,Private room,119,1,52,2019-06-23,2.50,3,159
21440734,Great Finding! 3 stops away from Manhattan,134428157,Johny,Brooklyn,Bedford-Stuyvesant,40.68558,-73.94231,Private room,44,5,1,2017-11-28,0.05,7,0
21440922,Loft off Jefferson L,3039349,Rebecca,Brooklyn,Bushwick,40.70766,-73.92039,Private room,80,1,34,2019-06-24,1.74,1,12
21441613,Exquisitely clean and beautiful UES apt home.,59405516,Anthony,Manhattan,Upper East Side,40.77183,-73.95534,Entire home/apt,233,6,15,2019-06-23,0.72,2,154
21444065,"Harlem Tree House, only 15 minutes to Midtown!",12762193,Jenny,Manhattan,Harlem,40.8107,-73.94731,Entire home/apt,150,2,10,2019-05-30,0.49,1,0
21444621,Studio Apartment in Williamsburg,29110524,MaKaya,Brooklyn,Williamsburg,40.72031,-73.95615,Entire home/apt,115,4,0,,,1,0
21444943,BIG Sunny Space by Prospect Park,50903933,Shea,Brooklyn,Flatbush,40.65114,-73.96246,Private room,60,2,2,2017-10-26,0.10,1,0
21446560,Private Bedroom and Bathroom in doorman building.,69108572,Max,Manhattan,Upper East Side,40.77904,-73.95205,Private room,150,1,0,,,1,0
21446922,Cozy private entrance bedroom with key and lock!,11452850,Jennifer,Brooklyn,Williamsburg,40.71171,-73.95896,Private room,70,2,3,2018-05-15,0.15,1,0
21447197,Upper East Side Oasis,59405516,Anthony,Manhattan,Upper East Side,40.77296,-73.95594,Private room,75,3,11,2019-04-20,0.82,2,62
21448949,Quiet Brooklyn 1 BR,10456843,Rachael,Brooklyn,Crown Heights,40.66719,-73.93913,Entire home/apt,109,2,22,2019-06-18,1.17,1,1
21449107,Room for two in the heart of Brooklyn!,155647922,Sally,Brooklyn,Flatbush,40.64766,-73.95888,Private room,65,3,74,2019-06-30,3.59,1,66
21449446,The Oasis 2,33106693,Elena,Manhattan,Harlem,40.82167,-73.95006,Entire home/apt,210,5,2,2018-08-11,0.11,3,88
21450176,Private Room in Convenient Midtown East Location,121809482,Gina,Manhattan,Midtown,40.75089,-73.9706,Private room,145,1,25,2019-01-18,1.27,2,0
21450408,Private Room /  Netflix + HULU Live TV in a 2 Bath,55858529,Austin,Brooklyn,Bedford-Stuyvesant,40.68444,-73.93804,Private room,40,2,101,2019-07-01,4.89,3,8
21450636,Exposed brick 1BR apartment in upper Manhattan,21341524,Harold,Manhattan,East Harlem,40.79104,-73.94144,Entire home/apt,180,2,3,2018-06-16,0.16,1,41
21450672,Comfy queen bed in a private room near LGA Airport,155691570,Mili,Queens,East Elmhurst,40.76555,-73.87232,Private room,40,1,76,2018-09-22,3.68,5,0
21450693,Spacious WA Heights Apt Next to Subway,13010274,Sarah,Manhattan,Washington Heights,40.83433,-73.94304,Shared room,75,1,0,,,1,0
21451138,B) Comfy Full Bed Wifi near JFK Airport Subway,154128335,Joseph,Queens,Jamaica,40.69938,-73.81304,Private room,40,1,119,2019-07-08,5.80,4,229
21452348,"manhattan studio near chelsea,highline, whitney",7390361,Inyoung,Manhattan,Chelsea,40.74184,-73.99877,Entire home/apt,128,6,6,2018-01-13,0.30,1,0
21452670,Homey Harlem Home,3917130,Cindy,Manhattan,Harlem,40.83089,-73.94541,Private room,36,1,0,,,1,0
21455957,"Spacious, sun-soaked 1-br in Clinton Hill/Bedstuy",3000089,Kimberly,Brooklyn,Bedford-Stuyvesant,40.6918,-73.95884,Entire home/apt,85,8,16,2019-06-25,0.81,1,6
21457703,MODERN STYLISH PENTHOUSE SUITE @ CENTRAL PARK,6945444,Gregory,Manhattan,Harlem,40.80111,-73.95221,Entire home/apt,173,2,62,2019-06-23,3.44,1,92
21457933,ENTIRE HOME. BEAUTIFUL 1 BEDROOM APT IN GREENPOINT,1285768,Olga,Brooklyn,Greenpoint,40.72168,-73.94336,Entire home/apt,150,10,2,2018-12-08,0.11,1,41
21457989,Brooklyn Townhouse w Large Garden!,2350011,Rushna,Brooklyn,Clinton Hill,40.68499,-73.9616,Entire home/apt,200,10,5,2019-01-02,0.24,1,0
21458689,GloRia's Pod,155791040,Donovan,Queens,Queens Village,40.71195,-73.74172,Entire home/apt,98,1,64,2019-06-17,3.45,1,356
21458865,Bright bedroom. Easy access to Manhattan,62888101,Yoshi,Brooklyn,Red Hook,40.67634,-74.00293,Private room,69,1,32,2019-06-20,1.73,1,86
21458972,Large Bed-Stuy Apartment,45697749,Joseph,Brooklyn,Bedford-Stuyvesant,40.68589,-73.95516,Entire home/apt,142,6,4,2018-06-01,0.20,2,0
21460249,"Stylish, cozy 1BR in Upper West Manhattan",8687478,Marie,Manhattan,Harlem,40.82523,-73.95357,Entire home/apt,180,5,1,2018-01-02,0.05,1,0
21460319,A Peaceful Nest in Williamsburg,3249409,Laura,Brooklyn,Williamsburg,40.71072,-73.96498,Entire home/apt,150,4,45,2019-06-08,2.18,1,13
21460444,Discounted for Summer - Close to Everything,155810605,Danielle,Manhattan,East Harlem,40.79109,-73.94915,Private room,100,2,83,2019-06-21,4.08,2,40
21460970,Private garden studio in Brooklyn,10525934,Nubia,Brooklyn,Gowanus,40.67585,-73.99653,Entire home/apt,125,2,13,2018-09-12,0.64,1,0
21461540,"Williamsburg apartment, beautiful rooftop & more",9427815,Liam,Brooklyn,Williamsburg,40.71975,-73.94279,Entire home/apt,175,2,1,2018-01-01,0.05,1,0
21461615,ｳｨﾘｱﾑｽﾞﾊﾞｰｸﾞのかわいいお部屋です2,145285876,Hiro,Brooklyn,Williamsburg,40.71523,-73.96245,Private room,66,2,3,2017-12-10,0.15,2,0
21461874,"Privet bedroom. Super clean, 10 min from Times Sq",13878635,Muslum,Manhattan,Hell's Kitchen,40.76636,-73.99334,Private room,150,1,9,2019-05-26,0.44,2,88
21461901,Comfy & Quiet Private Room w/ Netflix in NY!,916804,Val,Manhattan,Harlem,40.81953,-73.94717,Private room,79,2,83,2019-07-01,4.14,1,26
21462212,Clean private room with double bed,145285876,Hiro,Brooklyn,Williamsburg,40.71536,-73.96358,Private room,66,2,1,2017-11-02,0.05,2,0
21462551,Speakeasy Inn Bushwick One,24020292,Cristiano,Brooklyn,Bushwick,40.70121,-73.91986,Private room,85,1,89,2019-07-05,4.35,4,58
21462783,1BR APT in Morningside Heights,5057804,Mike,Manhattan,Morningside Heights,40.80605,-73.96496,Entire home/apt,125,3,16,2019-07-01,0.79,1,25
21463041,DLKLC Residence,112176279,Arda,Brooklyn,Bushwick,40.70154,-73.92297,Private room,89,2,0,,,1,0
21467409,Beautiful Brooklyn Brownstone,155885449,Kelly,Brooklyn,Park Slope,40.67643,-73.97824,Entire home/apt,105,7,7,2019-01-07,0.36,1,0
21467493,"Cozy, fun, and close to everything",739592,Walton,Brooklyn,Williamsburg,40.71563,-73.95815,Private room,120,4,0,,,1,0
21468762,great location for low price,61696564,Natalia,Manhattan,Greenwich Village,40.72849,-73.99987,Shared room,56,35,1,2017-10-26,0.05,2,0
21469568,Sunny & Gorgeous master bedroom  by central park,115228513,Aly,Manhattan,Upper West Side,40.80272,-73.96629,Private room,129,1,83,2019-06-09,4.00,2,365
21469886,Sky Light Studio Chelsea,1358567,Jolie And Max,Manhattan,Chelsea,40.74387,-73.99766,Entire home/apt,180,3,6,2019-05-19,0.42,1,20
21470099,Sunny Living Room with Comfortable Futon,3038856,Samir,Brooklyn,Williamsburg,40.7141,-73.96163,Shared room,35,1,0,,,3,0
21471116,Sweet Home in the Heart of Manhattan,16301391,Majer,Manhattan,Midtown,40.74557,-73.98216,Private room,130,1,9,2017-12-27,0.44,1,0
21471517,Charming Cozy Bedroom in Bushwick art house,155923396,Kelly,Brooklyn,Bushwick,40.70067,-73.92752,Private room,35,2,22,2019-06-24,1.89,3,29
21471540,Charming Bushwick Shared Space,155923396,Kelly,Brooklyn,Bushwick,40.70031,-73.92848,Private room,25,2,35,2019-04-30,1.80,3,3
21472026,Studio Apartment Available over Thanksgiving,17592183,Laura,Manhattan,Upper East Side,40.76241,-73.96134,Entire home/apt,150,5,1,2017-11-18,0.05,1,0
21472364,Water Front Building - Bright/Luxury 1 BR,92183983,Christina,Brooklyn,Greenpoint,40.72865,-73.95937,Entire home/apt,120,5,17,2019-05-23,0.83,1,0
21472882,Cozy Room in the Heart of Williamsburg,14278133,Sharif,Brooklyn,Williamsburg,40.71766,-73.94937,Private room,60,2,7,2018-10-15,0.34,3,0
21473096,FourTwin bunkbeds- 5 minutes from JFK,114975592,John And Colleen,Queens,Springfield Gardens,40.66668,-73.76417,Private room,90,1,2,2019-03-05,0.14,4,84
21473222,"Luxury, Zen 1BR in N Williamsburg",2823757,Meg,Brooklyn,Williamsburg,40.71719,-73.95427,Entire home/apt,109,2,4,2018-12-09,0.36,1,0
21473314,Cozy Room in the Heart of NYC,31154454,Elliot,Manhattan,Kips Bay,40.74155,-73.98235,Private room,70,1,119,2019-06-23,5.78,2,3
21473601,Over-sized studio in UnionSquare/EastVillage!,15894157,Lizzie,Manhattan,East Village,40.73073,-73.98601,Entire home/apt,145,3,27,2019-05-26,1.33,1,7
21473648,Must Love Dogs and Tribeca NYC,155944475,Robert,Manhattan,Tribeca,40.71844,-74.00901,Private room,200,1,0,,,1,0
21473761,East Village Artsy ONE-BEDROOOM ENTIRE APT,51547093,Kai Chieh,Manhattan,Lower East Side,40.72035,-73.98542,Entire home/apt,225,4,1,2017-12-20,0.05,2,0
21474497,Studio with Private Terrace on Central Park West,2628354,Andrew,Manhattan,Upper West Side,40.78025,-73.97585,Entire home/apt,200,30,5,2018-02-11,0.25,1,0
21474832,Douglaston (apt 2) Room 3,18996093,Leonard,Queens,Douglaston,40.75612,-73.72954,Private room,40,1,9,2019-05-18,0.49,5,252
21474885,LAVISHING COMFORT  IN BROOKLYN BROWNSTONE NYC,2015914,Majar,Brooklyn,Bushwick,40.68818,-73.91519,Private room,75,3,2,2019-06-30,1.20,8,365
21475999,"Single Cabins (Chelsea, Manhattan, NYC)",117365574,Maria,Manhattan,Chelsea,40.7497,-73.99515,Private room,85,1,113,2019-06-22,5.50,5,292
21476123,Bright Classic DUMBO Loft,6243641,Emily,Brooklyn,DUMBO,40.70223,-73.98971,Entire home/apt,145,2,1,2017-10-31,0.05,1,0
21476604,Entire 1 bed Apt by Central/Morningside Park,12216173,Fan,Manhattan,Harlem,40.80543,-73.95739,Entire home/apt,150,1,21,2019-06-21,1.14,1,2
21477282,Entire Apartment in Brooklyn Brownstone,6357428,Sophia,Brooklyn,Crown Heights,40.67592,-73.94792,Entire home/apt,100,2,3,2017-12-31,0.15,1,0
21477403,Luxury Apt - 10 mins to Midtown and Williamsburg,16445934,Gina,Queens,Long Island City,40.74622,-73.94055,Entire home/apt,100,4,2,2018-09-30,0.19,1,0
21477816,Sleek and Modern Brooklyn Apartment,155990761,Kevin,Brooklyn,Bushwick,40.69059,-73.91805,Private room,42,2,35,2018-07-22,1.69,1,0
21481778,Adorable Upper East Side 1br,1607289,Aspen,Manhattan,Upper East Side,40.77196,-73.95454,Entire home/apt,299,2,1,2017-12-31,0.05,1,0
21483653,Cozy Private Room with Patio in Bed-Stuy!,66234873,Zach,Brooklyn,Bedford-Stuyvesant,40.69657,-73.94235,Private room,50,5,62,2019-06-23,3.58,1,12
21483857,East 63rd street 1bd Serviced Apartment,22541573,Ken,Manhattan,Upper East Side,40.76369,-73.96122,Entire home/apt,200,30,1,2018-04-22,0.07,87,364
21484161,Cozy Brownstone Apartment in South Harlem,156047478,Doron,Manhattan,Harlem,40.80639,-73.94829,Entire home/apt,105,30,5,2019-06-02,0.28,2,195
21485026,"Beautiful Room in Bushwick, Bk. (Hablo Español)",134419840,Damary,Brooklyn,Bushwick,40.69242,-73.90441,Private room,60,30,5,2019-06-06,0.24,1,141
21485174,Large One Bedroom in NYC Brownstone,156060717,Pascale,Manhattan,Harlem,40.81535,-73.94713,Entire home/apt,175,3,33,2019-05-23,1.61,1,1
21485695,Oasis: Cozy Comfy,156066689,Sharon,Bronx,Concourse,40.82276,-73.92682,Entire home/apt,114,2,79,2019-07-01,3.88,1,283
21485867,"Popular Place, Brooklyn",156068349,Maureen,Brooklyn,Brownsville,40.65732,-73.90666,Entire home/apt,62,2,0,,,1,0
21486004,Elegant Studio,67072838,Oscar,Manhattan,Midtown,40.74703,-73.98738,Entire home/apt,160,4,48,2019-06-08,2.44,1,327
21486201,Private Bedroom in Heart of Williamsburg,16572580,Travis,Brooklyn,Williamsburg,40.70907,-73.9495,Private room,184,2,1,2017-10-25,0.05,2,0
21486579,Times Square Holiday Rental Loft!,142053,Jowelle,Manhattan,Hell's Kitchen,40.76565,-73.98554,Shared room,299,2,37,2019-02-18,1.80,5,188
21487004,Gorgeous Apartment in Literally Perfect Location,87236554,Annie,Manhattan,East Village,40.73352,-73.98777,Private room,103,1,39,2018-08-07,2.00,1,0
21487220,UES 1BR Oasis,156081840,Oren,Manhattan,Upper East Side,40.76767,-73.95609,Entire home/apt,225,2,7,2019-05-06,0.37,1,0
21488093,Rod,128142697,Rod,Manhattan,Upper East Side,40.76719,-73.96973,Entire home/apt,750,4,0,,,2,0
21489266,"Fun, Stylish, 3 Bedroom Pad 20 Mins to Midtown",154741428,Kyle,Manhattan,Harlem,40.82056,-73.95338,Entire home/apt,249,3,3,2018-08-11,0.21,1,0
21489407,Cozy  New Yorkers home away from home,152622375,Esther,Brooklyn,East New York,40.66372,-73.88285,Entire home/apt,75,2,27,2019-06-24,1.42,2,151
21489753,Large One Bedroom Apartment near Grand Central,26138840,Graham,Manhattan,Murray Hill,40.74689,-73.9781,Entire home/apt,175,2,1,2017-10-25,0.05,1,0
21490120,Trendy and Comfortable Brooklyn Abode,18218495,Sofia,Brooklyn,Williamsburg,40.71227,-73.93618,Private room,58,2,11,2019-05-19,0.73,1,88
21490301,"Gorgeous, bright one-bed in amazing location",105340458,David,Manhattan,Lower East Side,40.72077,-73.98923,Entire home/apt,250,5,8,2019-03-15,0.43,1,0
21490751,Clean & Cozy Downtown Manhattan Studio,26749889,Shang,Manhattan,Chinatown,40.71601,-73.99056,Entire home/apt,110,5,4,2018-03-27,0.19,1,0
21490787,A walk away from the best in Williamsburg,56391145,Eric,Brooklyn,Greenpoint,40.72468,-73.9523,Entire home/apt,150,3,0,,,2,0
21490894,BRIGHT SUNNY LOFT,56411266,Colin,Brooklyn,Bedford-Stuyvesant,40.68994,-73.95908,Private room,60,3,0,,,1,0
21491135,Diamond Peach,19708200,Larry,Brooklyn,Canarsie,40.63895,-73.91606,Entire home/apt,65,3,65,2019-06-20,3.19,3,305
21491460,Bronx room near mall,66807235,Dexter,Bronx,Melrose,40.82251,-73.91125,Private room,60,3,0,,,1,90
21496794,Private Crown Heights Brooklyn/Sterling 2/5 Trains,2230419,David,Brooklyn,Prospect-Lefferts Gardens,40.66308,-73.9482,Private room,80,1,27,2019-07-05,1.66,1,0
21497189,Room in Brownstone (Now Available),156175292,Gaby,Brooklyn,Bedford-Stuyvesant,40.6847,-73.92904,Private room,25,1,4,2018-09-26,0.19,1,34
21498344,Brooklyn's Finest 1BR APT in BedStuy/Clinton Hill,51729061,Mike,Brooklyn,Bedford-Stuyvesant,40.69147,-73.95572,Entire home/apt,150,3,17,2019-06-25,1.45,1,0
21499536,Sunny and cozy Upper West Side Apartment,8132596,Aniko,Manhattan,Upper West Side,40.78858,-73.97462,Entire home/apt,170,3,34,2018-04-01,1.66,1,0
21499719,"Cozy, Private Guest Suite Near JFK, LGA & NYC",138235784,Kay,Queens,Forest Hills,40.7081,-73.85206,Entire home/apt,70,1,29,2019-06-03,1.47,2,225
21500449,Authentic Brklyn Experience - Room A,156042211,Tia,Brooklyn,Canarsie,40.64963,-73.89817,Private room,65,4,8,2018-02-17,0.39,4,37
21501184,Classy Modern 2 Beds for 2 People-Staten Island NY,99202586,Thelma,Staten Island,Randall Manor,40.63118,-74.12866,Private room,55,2,4,2018-10-06,0.20,5,355
21501295,Beautiful Prime Soho/Nolita 2-Bed Apartment,156214681,Joshua,Manhattan,Nolita,40.72036,-73.99633,Entire home/apt,550,4,87,2019-06-23,4.22,1,295
21501507,.,156216145,Lisa,Manhattan,Financial District,40.71018,-74.01325,Entire home/apt,215,2,0,,,1,0
21501622,Quaint Retreat live like a local 2,975030,Helena,Brooklyn,Bedford-Stuyvesant,40.67664,-73.91163,Entire home/apt,90,3,36,2019-07-01,1.83,1,253
21502547,LOLA'S NEST-One Bedroom apt-8 mins from NY JFK,156225107,Caroline,Queens,Laurelton,40.68021,-73.74167,Entire home/apt,110,1,45,2019-06-30,2.24,1,170
21502902,Warm & Cozy,156231243,Debra,Brooklyn,Bay Ridge,40.6338,-74.03162,Private room,30,3,0,,,1,0
21503589,Newly Renovated/Historic-Landmarked Brownstone!,50332029,Mario,Manhattan,Harlem,40.82621,-73.94549,Entire home/apt,95,1,139,2019-06-29,6.90,1,41
21503830,Provincial welcomes the new in revitalized Bklyn,310296,Jaqui And Mark,Brooklyn,Prospect-Lefferts Gardens,40.66376,-73.94643,Private room,35,1,45,2019-06-23,2.42,2,52
21504381,"20 minutes from Manhattan,separated big bedroom.",155977656,Hongyan,Queens,Forest Hills,40.71711,-73.8347,Private room,70,1,34,2019-06-24,1.67,1,93
21504532,Beautiful apartment direct in Midtown Manhattan,156246842,Sandra,Manhattan,Hell's Kitchen,40.76254,-73.98812,Private room,150,3,54,2019-06-22,2.67,3,24
21504803,Modern Industrial Williamsburg 1br Apt on Bedford,156249849,Nicole,Brooklyn,Williamsburg,40.71873,-73.95535,Entire home/apt,80,2,18,2019-05-19,0.88,1,12
21504818,Large Center Manhattan Studio,39142433,Ryan,Manhattan,Kips Bay,40.74484,-73.9789,Entire home/apt,160,1,12,2018-01-21,0.59,1,0
21504961,Carroll Gardens getaway,102228163,Cesar,Brooklyn,Carroll Gardens,40.67831,-74.00186,Entire home/apt,90,6,0,,,3,0
21505197,Heart of Brooklyn Heights,3900540,Erin,Brooklyn,Brooklyn Heights,40.7008,-73.99385,Entire home/apt,196,1,39,2019-07-07,2.00,1,96
21505275,Private Room in Industrial Apartment w/ rooftop!,42999896,Sander,Brooklyn,Bedford-Stuyvesant,40.68903,-73.93192,Private room,62,1,8,2018-04-15,0.39,1,0
21505666,*AMAZING AND COZY SPACE 2 MIN FROM THE SUBWAY,156259857,Joao,Brooklyn,Cypress Hills,40.68,-73.90447,Private room,36,2,70,2019-06-12,3.43,3,326
21512039,"Perfect Studio, Great location!",16255906,Alejandra,Manhattan,Financial District,40.70507,-74.009,Private room,143,2,3,2018-02-08,0.15,1,0
21512337,"Great Studio apt, great location in Hells Kitchen!",150687748,Rodrigue,Manhattan,Hell's Kitchen,40.7661,-73.98843,Entire home/apt,120,2,3,2019-06-30,1.14,1,0
21512357,NYC Modern Luxury Apartment 15 Mins to Wall Str.,3424386,V,Brooklyn,Park Slope,40.68111,-73.97994,Entire home/apt,129,3,7,2019-04-10,0.38,1,12
21512977,Private Bushwick Room in Great Location!,26804769,Andrea,Brooklyn,Bushwick,40.69881,-73.91278,Private room,32,1,3,2017-11-20,0.15,1,0
21513143,Airy Ridgewood Brownstone,70035028,Rebecca And Jolie,Queens,Ridgewood,40.70341,-73.89624,Private room,48,2,39,2019-06-28,1.91,1,231
21513332,Grand Central Gem,6459610,Brian,Manhattan,Murray Hill,40.74819,-73.97642,Entire home/apt,150,2,61,2019-06-23,2.95,1,26
21514099,Cozy quirky 1 bed apartment in Tribeca/Soho,10972769,Claudia,Manhattan,SoHo,40.7251,-74.00775,Entire home/apt,250,2,5,2018-08-05,0.26,1,0
21514294,LES / Lower East Side | large room with 2 windows,156332912,Leon,Manhattan,Lower East Side,40.72052,-73.98347,Private room,70,2,1,2017-11-05,0.05,1,0
21514623,Bedroom with terrace in the heart of Clinton Hill,16501606,Camille,Brooklyn,Clinton Hill,40.69471,-73.96633,Private room,100,21,15,2019-06-06,0.97,1,89
21515092,"Sunny, peaceful room in Ridgewood/Bushwick",102599996,Dean,Queens,Ridgewood,40.70707,-73.91455,Private room,40,30,6,2018-05-02,0.29,1,0
21515431,Chinatown Abode,48053679,Mary,Manhattan,Chinatown,40.7141,-73.99157,Entire home/apt,110,2,34,2019-06-22,1.73,1,15
21516275,UES Modern Style 1 Bedroom Near 2 Ave Subway Line,156352453,Lyjah,Manhattan,Upper East Side,40.76667,-73.9587,Entire home/apt,200,2,41,2019-06-23,2.06,1,158
21516411,"Spacious, Cozy & Quiet Chelsea Designer Apartment",6374043,George,Manhattan,Chelsea,40.74379,-73.99918,Entire home/apt,250,2,8,2018-12-02,0.41,1,253
21516443,Cozy bedroom in Williamsburg apartment home!,112966930,Kayla,Brooklyn,Williamsburg,40.71218,-73.96268,Private room,60,2,2,2017-11-08,0.10,1,0
21516649,Small Private Room in Big & Cozy apartment,3404840,Jessamine,Brooklyn,Crown Heights,40.6739,-73.9535,Private room,60,2,2,2017-11-07,0.10,1,0
21517530,GSG Inn - A totally private historic landmark inn,136214003,Gary,Staten Island,St. George,40.64591,-74.08399,Entire home/apt,125,1,108,2019-07-06,5.41,1,319
21517564,"Cozy Gated Studio Apartment, 25 min to Manhattan",15088853,Nick,Queens,Ditmars Steinway,40.77511,-73.91992,Entire home/apt,85,1,82,2019-07-03,6.03,1,46
21518777,Williamsburg high ceiling loft,2424168,Tom,Brooklyn,Williamsburg,40.71167,-73.95785,Entire home/apt,140,3,2,2017-11-18,0.10,1,0
21519958,Walk to City College & Columbia. Cheery/Clean,85370670,Melissa,Manhattan,Harlem,40.8236,-73.9516,Private room,67,1,27,2019-05-29,1.66,1,160
21520497,Peace of mind,156396144,Vic,Bronx,Morrisania,40.82995,-73.90342,Entire home/apt,50,1,0,,,1,0
21524324,Manhattan Club - New Years Eve,33910461,Colleen,Manhattan,Midtown,40.76391,-73.98238,Private room,300,3,0,,,1,0
21524489,Amazing Location! Apartment in South Williamsburg,154239561,Ismael,Brooklyn,Williamsburg,40.71152,-73.95787,Private room,75,2,6,2019-03-24,0.30,2,307
21524671,Cozy townhouse with an amazing back yard,1196023,Cat,Queens,Ridgewood,40.7088,-73.91387,Entire home/apt,140,3,54,2019-06-25,2.82,1,230
